merchant_id,segment,converted_from,onboarding_channel,conversion_month,churn_month
M11468,regular,Check,outreach,2024-04-01,2024-04-01
M11469,regular,ACH,outreach,2024-04-01,2025-02-01
M11470,regular,ACH,integrated,2024-04-01,2024-04-01
M11471,occasional,ACH,integrated,2024-04-01,2025-04-01
M11472,regular,ACH,integrated,2024-04-01,
M11473,regular,Check,organic,2024-04-01,
M11474,regular,Check,integrated,2024-04-01,
M11475,occasional,Check,organic,2024-04-01,
M11476,occasional,ACH,organic,2024-04-01,
M11477,high_frequency,ACH,organic,2024-04-01,2024-07-01
M11478,high_frequency,Check,organic,2024-04-01,2024-12-01
M11479,regular,ACH,outreach,2024-04-01,2025-01-01
M11480,occasional,Check,organic,2024-04-01,2024-05-01
M11481,occasional,Check,outreach,2024-04-01,2024-05-01
M11482,occasional,Check,outreach,2024-04-01,2024-08-01
M11483,occasional,Check,outreach,2024-04-01,
M11484,regular,ACH,integrated,2024-04-01,
M11485,occasional,ACH,outreach,2024-04-01,2025-01-01
M11486,high_frequency,Check,organic,2024-04-01,2024-08-01
M11487,regular,Check,organic,2024-04-01,
M11488,occasional,Check,outreach,2024-04-01,
M11489,regular,ACH,outreach,2024-04-01,
M11490,regular,Check,organic,2024-04-01,
M11491,occasional,Check,organic,2024-04-01,2025-05-01
M11492,high_frequency,ACH,integrated,2024-04-01,2024-12-01
M11493,high_frequency,Check,organic,2024-04-01,2024-04-01
M11494,regular,Check,outreach,2024-04-01,
M11495,high_frequency,Check,outreach,2024-04-01,2024-06-01
M11496,regular,Check,integrated,2024-04-01,
M11497,occasional,Check,outreach,2024-04-01,
M11498,regular,Check,integrated,2024-04-01,
M11499,occasional,ACH,organic,2024-04-01,
M11500,occasional,ACH,integrated,2024-04-01,2025-09-01
M11501,occasional,Check,outreach,2024-04-01,2024-10-01
M11502,occasional,Check,organic,2024-04-01,2024-06-01
M11503,high_frequency,Check,organic,2024-04-01,2024-06-01
M11504,occasional,Check,organic,2024-04-01,
M11505,occasional,Check,organic,2024-04-01,
M11506,high_frequency,Check,outreach,2024-04-01,2024-06-01
M11507,regular,Check,organic,2024-04-01,2025-02-01
M11508,occasional,Check,integrated,2024-04-01,
M11509,high_frequency,Check,outreach,2024-04-01,
M11510,regular,Check,outreach,2024-04-01,2024-04-01
M11511,occasional,ACH,organic,2024-04-01,
M11512,regular,Check,outreach,2024-04-01,2024-05-01
M11513,occasional,ACH,outreach,2024-04-01,2025-08-01
M11514,occasional,ACH,organic,2024-04-01,
M11515,high_frequency,Check,outreach,2024-04-01,
M11516,high_frequency,ACH,integrated,2024-04-01,
M11517,regular,Check,integrated,2024-04-01,
M11518,occasional,ACH,outreach,2024-04-01,
M11519,occasional,ACH,outreach,2024-04-01,
M11520,regular,ACH,integrated,2024-04-01,
M11521,occasional,Check,integrated,2024-05-01,
M11522,occasional,Check,outreach,2024-05-01,2024-08-01
M11523,regular,Check,organic,2024-05-01,
M11524,occasional,Check,outreach,2024-05-01,
M11525,regular,ACH,outreach,2024-05-01,2025-12-01
M11526,high_frequency,ACH,organic,2024-05-01,2024-06-01
M11527,occasional,ACH,outreach,2024-05-01,2025-02-01
M11528,high_frequency,Check,organic,2024-05-01,
M11529,high_frequency,Check,organic,2024-05-01,
M11530,occasional,ACH,outreach,2024-05-01,
M11531,regular,ACH,organic,2024-05-01,
M11532,high_frequency,Check,outreach,2024-05-01,2025-05-01
M11533,occasional,Check,integrated,2024-05-01,2025-02-01
M11534,occasional,Check,outreach,2024-05-01,
M11535,regular,Check,organic,2024-05-01,2024-07-01
M11536,occasional,ACH,outreach,2024-05-01,2025-09-01
M11537,occasional,Check,organic,2024-05-01,
M11538,occasional,ACH,outreach,2024-05-01,2024-06-01
M11539,regular,ACH,integrated,2024-05-01,
M11540,occasional,ACH,integrated,2024-05-01,
M11541,regular,Check,outreach,2024-05-01,2024-09-01
M11542,regular,ACH,outreach,2024-05-01,2024-07-01
M11543,occasional,ACH,organic,2024-05-01,
M11544,high_frequency,ACH,integrated,2024-05-01,2024-08-01
M11545,occasional,Check,integrated,2024-05-01,
M11546,high_frequency,ACH,outreach,2024-05-01,2024-12-01
M11547,occasional,Check,organic,2024-05-01,
M11548,regular,ACH,outreach,2024-05-01,2025-03-01
M11549,occasional,ACH,outreach,2024-05-01,2024-07-01
M11550,occasional,Check,outreach,2024-05-01,
M11551,occasional,Check,organic,2024-05-01,2025-12-01
M11552,occasional,Check,outreach,2024-05-01,
M11553,occasional,ACH,outreach,2024-05-01,2024-06-01
M11554,occasional,Check,integrated,2024-05-01,
M11555,occasional,Check,integrated,2024-05-01,
M11556,occasional,ACH,outreach,2024-05-01,2024-05-01
M11557,regular,ACH,organic,2024-05-01,
M11558,occasional,ACH,organic,2024-05-01,
M11559,occasional,Check,organic,2024-05-01,
M11560,regular,ACH,outreach,2024-05-01,2024-06-01
M11561,regular,Check,outreach,2024-05-01,2025-06-01
M11562,high_frequency,ACH,outreach,2024-05-01,2024-12-01
M11563,occasional,Check,integrated,2024-05-01,2024-10-01
M11564,regular,Check,outreach,2024-05-01,2025-04-01
M11565,regular,Check,organic,2024-05-01,
M11566,occasional,Check,outreach,2024-05-01,
M11567,occasional,Check,outreach,2024-05-01,
M11568,regular,Check,integrated,2024-05-01,
M11569,occasional,Check,organic,2024-05-01,
M11570,high_frequency,ACH,organic,2024-05-01,2024-05-01
M11571,occasional,Check,outreach,2024-05-01,
M11572,occasional,ACH,outreach,2024-05-01,
M11573,regular,ACH,outreach,2024-05-01,2024-06-01
M11574,regular,Check,organic,2024-05-01,
M11575,occasional,ACH,organic,2024-05-01,
M11576,regular,ACH,outreach,2024-05-01,
M11577,occasional,Check,outreach,2024-05-01,2024-07-01
M11578,regular,Check,integrated,2024-05-01,2025-06-01
M11579,regular,Check,organic,2024-05-01,
M11580,occasional,Check,outreach,2024-05-01,2024-10-01
M11581,occasional,Check,integrated,2024-05-01,
M11582,occasional,Check,outreach,2024-05-01,
M11583,regular,Check,integrated,2024-05-01,2024-10-01
M11584,regular,Check,outreach,2024-05-01,2025-04-01
M11585,occasional,Check,outreach,2024-05-01,2025-08-01
M11586,regular,Check,organic,2024-05-01,2024-10-01
M11587,occasional,ACH,outreach,2024-05-01,2024-06-01
M11588,occasional,Check,outreach,2024-05-01,
M11589,occasional,ACH,integrated,2024-05-01,2024-11-01
M11590,high_frequency,ACH,integrated,2024-05-01,2025-04-01
M11591,high_frequency,Check,outreach,2024-05-01,2024-08-01
M11592,regular,ACH,organic,2024-05-01,2024-07-01
M11593,occasional,Check,outreach,2024-05-01,
M11594,occasional,Check,outreach,2024-05-01,2024-12-01
M11595,occasional,ACH,outreach,2024-05-01,2025-10-01
M11596,occasional,Check,integrated,2024-05-01,2024-11-01
M11597,high_frequency,Check,outreach,2024-05-01,2025-04-01
M11598,occasional,Check,organic,2024-05-01,
M11599,occasional,Check,outreach,2024-05-01,
M11600,occasional,Check,integrated,2024-05-01,
M11601,high_frequency,Check,integrated,2024-05-01,2025-11-01
M11602,occasional,ACH,outreach,2024-05-01,
M11603,occasional,Check,organic,2024-05-01,2024-05-01
M11604,occasional,Check,outreach,2024-05-01,
M11605,high_frequency,Check,organic,2024-05-01,2024-09-01
M11606,high_frequency,ACH,organic,2024-05-01,
M11607,occasional,ACH,integrated,2024-05-01,2025-03-01
M11608,regular,ACH,integrated,2024-05-01,
M11609,regular,Check,outreach,2024-06-01,2024-08-01
M11610,high_frequency,Check,outreach,2024-06-01,2025-02-01
M11611,occasional,Check,integrated,2024-06-01,
M11612,regular,ACH,outreach,2024-06-01,
M11613,high_frequency,ACH,outreach,2024-06-01,2025-03-01
M11614,occasional,ACH,outreach,2024-06-01,2025-11-01
M11615,occasional,ACH,outreach,2024-06-01,2024-06-01
M11616,occasional,ACH,outreach,2024-06-01,
M11617,occasional,Check,outreach,2024-06-01,
M11618,occasional,ACH,integrated,2024-06-01,
M11619,occasional,Check,integrated,2024-06-01,
M11620,occasional,ACH,organic,2024-06-01,2025-08-01
M11621,regular,ACH,organic,2024-06-01,
M11622,regular,Check,outreach,2024-06-01,2024-08-01
M11623,high_frequency,Check,organic,2024-06-01,2024-12-01
M11624,regular,Check,integrated,2024-06-01,
M11625,high_frequency,Check,organic,2024-06-01,2024-06-01
M11626,occasional,ACH,integrated,2024-06-01,
M11627,high_frequency,ACH,outreach,2024-06-01,2025-02-01
M11628,occasional,Check,outreach,2024-06-01,2025-06-01
M11629,occasional,Check,organic,2024-06-01,
M11630,occasional,Check,integrated,2024-06-01,
M11631,occasional,Check,organic,2024-06-01,
M11632,occasional,ACH,organic,2024-06-01,
M11633,regular,ACH,outreach,2024-06-01,2024-09-01
M11634,regular,ACH,organic,2024-06-01,2025-01-01
M11635,occasional,Check,outreach,2024-06-01,
M11636,regular,ACH,integrated,2024-06-01,2024-07-01
M11637,occasional,Check,outreach,2024-06-01,
M11638,occasional,Check,organic,2024-06-01,
M11639,high_frequency,Check,outreach,2024-06-01,2024-07-01
M11640,regular,Check,organic,2024-06-01,2024-06-01
M11641,regular,Check,organic,2024-06-01,
M11642,occasional,Check,outreach,2024-06-01,
M11643,occasional,Check,outreach,2024-06-01,
M11644,occasional,ACH,integrated,2024-06-01,2024-06-01
M11645,regular,Check,organic,2024-06-01,2025-10-01
M11646,occasional,ACH,outreach,2024-06-01,
M11647,regular,Check,organic,2024-06-01,2024-08-01
M11648,high_frequency,ACH,outreach,2024-06-01,2024-10-01
M11649,regular,ACH,outreach,2024-06-01,
M11650,high_frequency,Check,organic,2024-06-01,
M11651,regular,Check,organic,2024-06-01,2024-08-01
M11652,regular,ACH,integrated,2024-06-01,2025-04-01
M11653,high_frequency,Check,organic,2024-06-01,2024-10-01
M11654,occasional,Check,outreach,2024-06-01,
M11655,regular,Check,outreach,2024-06-01,
M11656,occasional,ACH,outreach,2024-06-01,
M11657,occasional,ACH,outreach,2024-06-01,2024-11-01
M11658,regular,ACH,integrated,2024-06-01,
M11659,occasional,ACH,integrated,2024-06-01,2025-02-01
M11660,regular,ACH,outreach,2024-06-01,2024-07-01
M11661,occasional,Check,organic,2024-06-01,
M11662,occasional,ACH,outreach,2024-06-01,2024-09-01
M11663,regular,ACH,outreach,2024-06-01,
M11664,occasional,Check,outreach,2024-06-01,
M11665,regular,Check,integrated,2024-06-01,
M11666,occasional,ACH,integrated,2024-06-01,
M11667,occasional,Check,organic,2024-06-01,2025-03-01
M11668,occasional,Check,outreach,2024-06-01,
M11669,high_frequency,Check,integrated,2024-06-01,2024-11-01
M11670,regular,ACH,outreach,2024-06-01,2024-06-01
M11671,high_frequency,Check,organic,2024-06-01,
M11672,regular,ACH,organic,2024-06-01,
M11673,occasional,ACH,integrated,2024-06-01,2025-07-01
M11674,high_frequency,ACH,integrated,2024-06-01,2024-07-01
M11675,high_frequency,ACH,outreach,2024-06-01,2024-12-01
M11676,regular,ACH,outreach,2024-06-01,
M11677,high_frequency,ACH,organic,2024-06-01,2024-08-01
M11678,regular,ACH,organic,2024-06-01,2024-12-01
M11679,regular,Check,organic,2024-06-01,
M11680,regular,ACH,organic,2024-06-01,2024-08-01
M11681,high_frequency,Check,organic,2024-06-01,
M11682,regular,Check,outreach,2024-06-01,2025-09-01
M11683,regular,Check,outreach,2024-06-01,2024-08-01
M11684,high_frequency,Check,organic,2024-06-01,2024-06-01
M11685,occasional,Check,organic,2024-06-01,
M11686,high_frequency,Check,outreach,2024-06-01,2024-07-01
M11687,regular,ACH,outreach,2024-06-01,2025-06-01
M11688,high_frequency,ACH,organic,2024-06-01,2024-08-01
M11689,occasional,ACH,outreach,2024-06-01,
M11690,high_frequency,Check,organic,2024-06-01,2024-07-01
M11691,occasional,Check,outreach,2024-06-01,
M11692,regular,Check,organic,2024-06-01,2025-06-01
M11693,occasional,Check,integrated,2024-06-01,
M11694,regular,ACH,organic,2024-06-01,2024-09-01
M11695,occasional,Check,outreach,2024-06-01,2025-11-01
M11696,regular,ACH,outreach,2024-06-01,
M11697,high_frequency,Check,organic,2024-06-01,2025-08-01
M11698,occasional,Check,organic,2024-06-01,2024-07-01
M11699,regular,ACH,integrated,2024-06-01,
M11700,occasional,Check,organic,2024-07-01,
M11701,occasional,ACH,outreach,2024-07-01,2024-07-01
M11702,occasional,Check,organic,2024-07-01,2024-07-01
M11703,high_frequency,ACH,integrated,2024-07-01,
M11704,regular,ACH,organic,2024-07-01,
M11705,occasional,Check,organic,2024-07-01,
M11706,regular,Check,organic,2024-07-01,
M11707,occasional,Check,outreach,2024-07-01,
M11708,occasional,Check,outreach,2024-07-01,
M11709,regular,Check,integrated,2024-07-01,
M11710,regular,Check,organic,2024-07-01,2024-08-01
M11711,high_frequency,ACH,organic,2024-07-01,
M11712,occasional,Check,integrated,2024-07-01,
M11713,regular,ACH,organic,2024-07-01,2024-09-01
M11714,high_frequency,Check,organic,2024-07-01,2025-04-01
M11715,high_frequency,Check,outreach,2024-07-01,2024-08-01
M11716,high_frequency,ACH,outreach,2024-07-01,2024-10-01
M11717,occasional,ACH,integrated,2024-07-01,
M11718,regular,ACH,integrated,2024-07-01,2025-05-01
M11719,regular,Check,outreach,2024-07-01,2024-11-01
M11720,high_frequency,Check,outreach,2024-07-01,2024-09-01
M11721,occasional,ACH,outreach,2024-07-01,
M11722,high_frequency,ACH,outreach,2024-07-01,2024-08-01
M11723,occasional,ACH,outreach,2024-07-01,
M11724,occasional,ACH,organic,2024-07-01,
M11725,occasional,ACH,organic,2024-07-01,2024-08-01
M11726,high_frequency,Check,outreach,2024-07-01,2024-09-01
M11727,occasional,Check,organic,2024-07-01,
M11728,occasional,ACH,outreach,2024-07-01,
M11729,regular,Check,organic,2024-07-01,
M11730,occasional,ACH,outreach,2024-07-01,2024-11-01
M11731,regular,Check,organic,2024-07-01,
M11732,regular,Check,integrated,2024-07-01,2025-01-01
M11733,regular,ACH,integrated,2024-07-01,
M11734,regular,ACH,outreach,2024-07-01,2025-02-01
M11735,high_frequency,ACH,organic,2024-07-01,2025-01-01
M11736,regular,ACH,outreach,2024-07-01,2024-09-01
M11737,occasional,Check,organic,2024-07-01,2024-12-01
M11738,regular,Check,integrated,2024-07-01,
M11739,high_frequency,Check,outreach,2024-07-01,2024-12-01
M11740,regular,ACH,outreach,2024-07-01,2025-05-01
M11741,occasional,Check,outreach,2024-07-01,
M11742,high_frequency,Check,outreach,2024-07-01,2024-09-01
M11743,occasional,Check,organic,2024-07-01,
M11744,occasional,ACH,outreach,2024-07-01,
M11745,high_frequency,Check,outreach,2024-07-01,2024-07-01
M11746,high_frequency,ACH,organic,2024-07-01,2024-11-01
M11747,high_frequency,Check,outreach,2024-07-01,2024-08-01
M11748,regular,Check,organic,2024-07-01,
M11749,regular,Check,outreach,2024-07-01,2025-08-01
M11750,occasional,Check,integrated,2024-07-01,2025-04-01
M11751,occasional,Check,integrated,2024-07-01,
M11752,occasional,Check,organic,2024-07-01,2025-05-01
M11753,occasional,Check,outreach,2024-07-01,
M11754,occasional,Check,integrated,2024-07-01,
M11755,occasional,ACH,outreach,2024-07-01,
M11756,high_frequency,ACH,integrated,2024-07-01,
M11757,occasional,Check,outreach,2024-07-01,
M11758,high_frequency,Check,outreach,2024-07-01,2024-09-01
M11759,occasional,ACH,organic,2024-07-01,
M11760,regular,ACH,integrated,2024-07-01,2024-12-01
M11761,high_frequency,ACH,outreach,2024-07-01,2025-05-01
M11762,high_frequency,ACH,integrated,2024-07-01,
M11763,occasional,Check,integrated,2024-07-01,
M11764,high_frequency,Check,organic,2024-07-01,2024-08-01
M11765,occasional,ACH,integrated,2024-07-01,
M11766,regular,Check,organic,2024-07-01,2025-01-01
M11767,occasional,Check,organic,2024-07-01,
M11768,occasional,ACH,outreach,2024-07-01,
M11769,regular,Check,organic,2024-07-01,
M11770,occasional,ACH,outreach,2024-07-01,
M11771,occasional,ACH,integrated,2024-07-01,
M11772,occasional,Check,organic,2024-07-01,
M11773,occasional,Check,outreach,2024-07-01,
M11774,occasional,Check,organic,2024-07-01,
M11775,occasional,Check,organic,2024-07-01,
M11776,occasional,Check,organic,2024-07-01,2024-09-01
M11777,regular,ACH,organic,2024-07-01,2025-03-01
M11778,regular,Check,organic,2024-07-01,2024-07-01
M11779,high_frequency,ACH,outreach,2024-07-01,2024-07-01
M11780,regular,Check,organic,2024-07-01,
M11781,occasional,ACH,outreach,2024-07-01,
M11782,occasional,ACH,integrated,2024-07-01,2025-04-01
M11783,occasional,ACH,outreach,2024-07-01,2024-09-01
M11784,high_frequency,Check,outreach,2024-07-01,2024-09-01
M11785,regular,ACH,integrated,2024-07-01,
M11786,occasional,Check,outreach,2024-07-01,2024-07-01
M11787,high_frequency,ACH,outreach,2024-07-01,
M11788,regular,ACH,outreach,2024-07-01,2024-07-01
M11789,occasional,ACH,outreach,2024-07-01,
M11790,high_frequency,Check,integrated,2024-07-01,2024-09-01
M11791,high_frequency,Check,outreach,2024-07-01,
M11792,occasional,ACH,integrated,2024-07-01,
M11793,occasional,Check,organic,2024-07-01,
M11794,regular,Check,integrated,2024-08-01,
M11795,occasional,Check,organic,2024-08-01,
M11796,high_frequency,Check,outreach,2024-08-01,2024-10-01
M11797,occasional,ACH,outreach,2024-08-01,
M11798,high_frequency,Check,outreach,2024-08-01,2024-09-01
M11799,occasional,ACH,integrated,2024-08-01,
M11800,occasional,ACH,outreach,2024-08-01,2024-12-01
M11801,occasional,Check,outreach,2024-08-01,
M11802,high_frequency,ACH,outreach,2024-08-01,2025-01-01
M11803,occasional,ACH,integrated,2024-08-01,
M11804,occasional,Check,outreach,2024-08-01,
M11805,regular,Check,outreach,2024-08-01,
M11806,occasional,Check,outreach,2024-08-01,2024-08-01
M11807,regular,ACH,organic,2024-08-01,2025-02-01
M11808,high_frequency,ACH,outreach,2024-08-01,2024-08-01
M11809,occasional,Check,organic,2024-08-01,
M11810,high_frequency,Check,organic,2024-08-01,2024-08-01
M11811,high_frequency,Check,organic,2024-08-01,
M11812,occasional,Check,organic,2024-08-01,
M11813,occasional,Check,outreach,2024-08-01,2024-10-01
M11814,regular,ACH,integrated,2024-08-01,
M11815,occasional,Check,integrated,2024-08-01,
M11816,regular,ACH,integrated,2024-08-01,
M11817,regular,Check,outreach,2024-08-01,2024-08-01
M11818,high_frequency,Check,outreach,2024-08-01,2024-08-01
M11819,regular,ACH,integrated,2024-08-01,2024-11-01
M11820,occasional,ACH,outreach,2024-08-01,
M11821,high_frequency,Check,organic,2024-08-01,2024-08-01
M11822,regular,ACH,integrated,2024-08-01,2025-12-01
M11823,occasional,Check,organic,2024-08-01,
M11824,occasional,Check,integrated,2024-08-01,
M11825,occasional,ACH,outreach,2024-08-01,
M11826,regular,ACH,outreach,2024-08-01,
M11827,occasional,Check,integrated,2024-08-01,
M11828,occasional,Check,organic,2024-08-01,
M11829,regular,ACH,organic,2024-08-01,
M11830,high_frequency,ACH,integrated,2024-08-01,
M11831,occasional,Check,organic,2024-08-01,2025-07-01
M11832,regular,Check,integrated,2024-08-01,2024-10-01
M11833,regular,ACH,outreach,2024-08-01,2024-12-01
M11834,occasional,Check,outreach,2024-08-01,
M11835,occasional,ACH,integrated,2024-08-01,2024-08-01
M11836,occasional,ACH,organic,2024-08-01,
M11837,occasional,ACH,integrated,2024-08-01,
M11838,occasional,Check,outreach,2024-08-01,
M11839,regular,Check,organic,2024-08-01,
